"日期","时间","来源日志","玩家名","SteamUserId","IP","检测状态","事件类别","距离_米","原始原因"
"2026-08-05","23:03:02","05.08 23.01.33-cheats.log","Kp","steam_76561198820000975","116.112.97.230","*may be*","远程拾取","328349.88","Attempted to pickup object from a significant distance (328349.88)."
"2026-08-05","23:03:02","05.08 23.01.33-cheats.log","Kp","steam_76561198820000975","116.112.97.230","*may be*","远程拾取","351820.34","Attempted to pickup object from a significant distance (351820.34)."
"2026-08-05","23:03:02","05.08 23.01.33-cheats.log","Kp","steam_76561198820000975","116.112.97.230","*may be*","远程拾取","326412.1","Attempted to pickup object from a significant distance (326412.1)."
"2026-08-05","23:03:02","05.08 23.01.33-cheats.log","Kp","steam_76561198820000975","116.112.97.230","*may be*","远程拾取","421005.34","Attempted to pickup object from a significant distance (421005.34)."
"2026-08-05","23:03:02","05.08 23.01.33-cheats.log","Kp","steam_76561198820000975","116.112.97.230","*may be*","远程拾取","488517.38","Attempted to pickup object from a significant distance (488517.38)."
"2026-08-05","23:03:02","05.08 23.01.33-cheats.log","Kp","steam_76561198820000975","116.112.97.230","*may be*","远程拾取","497135.6","Attempted to pickup object from a significant distance (497135.6)."
"2026-08-05","23:03:02","05.08 23.01.33-cheats.log","Kp","steam_76561198820000975","116.112.97.230","*may be*","远程拾取","378894.06","Attempted to pickup object from a significant distance (378894.06)."
"2026-08-05","23:03:02","05.08 23.01.33-cheats.log","Kp","steam_76561198820000975","116.112.97.230","*may be*","远程拾取","564555.6","Attempted to pickup object from a significant distance (564555.6)."
"2026-08-05","23:03:02","05.08 23.01.33-cheats.log","Kp","steam_76561198820000975","116.112.97.230","*may be*","远程拾取","534048.6","Attempted to pickup object from a significant distance (534048.6)."
"2026-08-05","23:03:02","05.08 23.01.33-cheats.log","Kp","steam_76561198820000975","116.112.97.230","*may be*","远程拾取","475041.84","Attempted to pickup object from a significant distance (475041.84)."
